company_id,type,rule_id,text,confidence_pct
LICI,PRO,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,85.0
LICI,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,78.85
LICI,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,72.92
LICI,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,70.0
LICI,CON,CON-FALLBACK,No major financial concerns identified.,60.0
LODHA,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,100.0
LODHA,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,80.25
LODHA,PRO,PRO-12,Growing asset base combined with debt reduction strengthens the balance sheet.,80.0
LODHA,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,75.63
LODHA,CON,CON-12,Stagnant or low revenue growth indicates a lack of expansion momentum.,100.0
LT,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
LT,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,74.5
LT,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,71.73
LT,CON,CON-FALLBACK,No major financial concerns identified.,60.0
LTIM,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
LTIM,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,89.93
LTIM,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,82.22
LTIM,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,82.15
LTIM,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,76.42
LTIM,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,73.62
LTIM,CON,CON-FALLBACK,No major financial concerns identified.,60.0
M&M,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,71.85
M&M,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,71.47
M&M,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,70.4
M&M,CON,CON-FALLBACK,No major financial concerns identified.,60.0
MARUTI,PRO,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95.0
MARUTI,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
MARUTI,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,91.71
MARUTI,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,82.48
MARUTI,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,72.77
MARUTI,CON,CON-FALLBACK,No major financial concerns identified.,60.0
MOTHERSON,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,97.79
MOTHERSON,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,76.62
MOTHERSON,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,75.22
MOTHERSON,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,74.26
MOTHERSON,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,70.9
MOTHERSON,CON,CON-FALLBACK,No major financial concerns identified.,60.0
NAUKRI,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
NAUKRI,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,81.45
NAUKRI,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,72.76
NAUKRI,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,80.34
NESTLEIND,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
NESTLEIND,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
NESTLEIND,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,79.25
NESTLEIND,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,74.89
NESTLEIND,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,71.8
NESTLEIND,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,70.55
NESTLEIND,CON,CON-FALLBACK,No major financial concerns identified.,60.0
NHPC,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,81.24
NHPC,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,72.64
NHPC,CON,CON-05,Declining revenues signal shrinking business activity or market share loss.,83.79
NHPC,CON,CON-12,Stagnant or low revenue growth indicates a lack of expansion momentum.,83.0
NHPC,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,71.5
NTPC,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,81.65
NTPC,CON,CON-FALLBACK,No major financial concerns identified.,60.0
ONGC,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,81.36
ONGC,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,73.04
ONGC,CON,CON-05,Declining revenues signal shrinking business activity or market share loss.,79.7
PFC,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,84.34
PFC,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,73.57
PFC,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,71.15
PFC,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,78.02
PIDILITIND,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
PIDILITIND,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,85.29
PIDILITIND,PRO,PRO-12,Growing asset base combined with debt reduction strengthens the balance sheet.,80.0
PIDILITIND,CON,CON-FALLBACK,No major financial concerns identified.,60.0
PNB,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
PNB,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,100.0
PNB,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,71.17
PNB,CON,CON-FALLBACK,No major financial concerns identified.,60.0
POWERGRID,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,76.76
POWERGRID,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,75.45
POWERGRID,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,70.23
POWERGRID,CON,CON-FALLBACK,No major financial concerns identified.,60.0
RECLTD,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,75.95
RECLTD,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,75.84
RECLTD,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,73.16
RECLTD,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,70.9
RECLTD,CON,CON-02,Negative free cash flow for 3 consecutive years indicates cash burn and liquidity risks.,80.0
RECLTD,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,66.4
RELIANCE,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,81.05
RELIANCE,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,77.73
RELIANCE,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,72.04
RELIANCE,CON,CON-FALLBACK,No major financial concerns identified.,60.0
SBILIFE,PRO,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,85.0
SBILIFE,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,82.0
SBILIFE,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,81.7
SBIN,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,100.0
SBIN,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,100.0
SBIN,CON,CON-FALLBACK,No major financial concerns identified.,60.0
SHREECEM,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,89.83
SHREECEM,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,76.0
SHREECEM,CON,CON-FALLBACK,No major financial concerns identified.,60.0
SHRIRAMFIN,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,80.61
SHRIRAMFIN,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,74.63
SHRIRAMFIN,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,74.38
SHRIRAMFIN,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,71.79
SHRIRAMFIN,CON,CON-02,Negative free cash flow for 3 consecutive years indicates cash burn and liquidity risks.,80.0
SHRIRAMFIN,CON,CON-10,Low return on capital employed indicates suboptimal efficiency in deploying capital.,76.4
SIEMENS,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
SIEMENS,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,82.4
SIEMENS,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,78.45
SIEMENS,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,76.06
SIEMENS,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,75.8
SIEMENS,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,73.82
SIEMENS,CON,CON-FALLBACK,No major financial concerns identified.,60.0
SUNPHARMA,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
SUNPHARMA,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,88.08
SUNPHARMA,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,81.92
SUNPHARMA,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,79.4
SUNPHARMA,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,71.19
SUNPHARMA,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TATACONSUM,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
TATACONSUM,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,78.25
TATACONSUM,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,73.34
TATACONSUM,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,71.25
TATACONSUM,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TATAMOTORS,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,100.0
TATAMOTORS,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,100.0
TATAMOTORS,PRO,PRO-12,Growing asset base combined with debt reduction strengthens the balance sheet.,80.0
TATAMOTORS,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,78.25
TATAMOTORS,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,76.53
TATAMOTORS,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TATAPOWER,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,70.66
TATAPOWER,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,70.42
TATAPOWER,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TATASTEEL,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,74.81
TATASTEEL,CON,CON-04,Company reported a net loss in the latest period.,82.5
TATASTEEL,CON,CON-05,Declining revenues signal shrinking business activity or market share loss.,78.74
TATASTEEL,CON,CON-09,Declining earnings per share indicates shrinking profitability for equity holders.,75.0
TCS,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
TCS,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,95.0
TCS,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,80.62
TCS,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,77.77
TCS,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,71.06
TCS,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TECHM,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,83.86
TECHM,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,77.82
TECHM,CON,CON-07,Dividend payout exceeding 100% of earnings is unsustainable in the long term.,75.0
TECHM,CON,CON-09,Declining earnings per share indicates shrinking profitability for equity holders.,75.0
TECHM,CON,CON-05,Declining revenues signal shrinking business activity or market share loss.,73.64
TITAN,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,92.18
TITAN,PRO,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,83.99
TITAN,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,79.41
TITAN,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,77.67
TITAN,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,76.59
TITAN,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,75.64
TITAN,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,75.5
TITAN,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TORNTPHARM,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,89.49
TORNTPHARM,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,89.24
TORNTPHARM,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,87.2
TORNTPHARM,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,80.75
TORNTPHARM,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,79.93
TORNTPHARM,PRO,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,75.94
TORNTPHARM,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TRENT,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,100.0
TRENT,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,100.0
TRENT,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,100.0
TRENT,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,100.0
TRENT,PRO,PRO-04,Robust revenue growth demonstrates strong market demand and business expansion.,97.7
TRENT,PRO,PRO-07,High interest coverage ratio indicates comfortable debt servicing capability.,78.04
TRENT,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,77.3
TRENT,CON,CON-FALLBACK,No major financial concerns identified.,60.0
TVSMOTOR,PRO,PRO-10,A steadily improving return on equity indicates growing profitability on shareholder capital.,84.22
TVSMOTOR,PRO,PRO-11,Positive operating leverage leads to disproportionate profit growth as sales expand.,76.74
TVSMOTOR,PRO,PRO-06,Strong profit growth indicates robust bottom-line performance.,75.84
TVSMOTOR,PRO,PRO-08,Attractive dividend yield provides stable cash returns to shareholders.,75.35
TVSMOTOR,PRO,PRO-09,Consistent earnings-per-share growth demonstrates value creation for equity holders.,75.17
TVSMOTOR,CON,CON-01,Debt-to-equity ratio is elevated for a non-financial company and warrants monitoring.,83.3
TVSMOTOR,CON,CON-02,Negative free cash flow for 3 consecutive years indicates cash burn and liquidity risks.,80.0
TVSMOTOR,CON,CON-11,Elevated debt relative to asset base limits financial flexibility.,75.94
